,Category,Resume,city,job_title,company_name,location,summary,salary
2312,Joblisting,,Phoenix,Experienced Quantitative Analyst - Insurance Modeling & Major Initiatives,Allstate,"Mesa, AZ 85202 (Southwest area)",Can analyze data and review analysis from others and identify and resolve basic data issues. Standard knowledge in the use of data sources and applications to...,nothing_found
2313,Joblisting,,Phoenix,Adjunct – Approaches to Research Design and Data Analysis – Cohort Traditional Campus – College of Doctoral Studies,Grand Canyon University,"Phoenix, AZ",Project or program design and evaluation or or secondary data analysis or primary data collection and analysis)secondary data analysis or primary data...,nothing_found
2314,Joblisting,,Phoenix,Software Engineer,"VS Labs, LLC","Scottsdale, AZ","Experience with algorithm design, efficient data structures, software development (2-5 years). Our team of scientists, computational engineers, mathematicians,...",nothing_found
2315,Joblisting,,Phoenix,Simulation Developer,EndoVantage,"Scottsdale, AZ",You will also perform rigorous software validations using data acquired from benchmark simulation models developed in tested commercial software and data from...,nothing_found
2316,Joblisting,,Phoenix,Simulation Developer,"VS Labs, LLC","Scottsdale, AZ",You will also perform rigorous software validations using data acquired from benchmark simulation models developed in tested commercial software and data from...,nothing_found
2317,Joblisting,,Phoenix,Senior Big Data Engineer,Infusionsoft,"Chandler, AZ",Work closely with data scientists to implement descriptive and predictive analytics. This position will work closely with our data scientists to model data and...,nothing_found
2318,Joblisting,,Phoenix,Civil Engineer Staff Professional,GeoTek,"Phoenix, AZ 85040 (South Mountain area)","GeoTek’s staff is a multi-disciplinary team of professionals that include civil/geotechnical engineers, geologists, hydrogeologists, geophysicists, and...",nothing_found
2319,Joblisting,,Phoenix,Machine learning/Software Engineer,"Next Level Business Services, Inc.","Phoenix, AZ","oNLY cITI/GC Job Description:  Software Engineers with Chat Bot , Machine learning (ML) & Artificial intelligence Looking for candidates with Chat-bot ,...",nothing_found
2320,Joblisting,,Phoenix,Data Scientist - Predictive Modeling,Carvana,"Tempe, AZ","Aggregate data from a variety of datasets, automate data collection and processing. We’re looking for a data scientist with a passion for tackling big problems....",nothing_found
2321,Joblisting,,Phoenix,Histotechnologist,"Arizona Centers for Digestive Health, PLLC","Gilbert, AZ",Laboratory Scientists are responsible for performing routine histology duties; Demonstrated skills in technical data interpretation and ability to troubleshoot....,nothing_found
2322,Joblisting,,Phoenix,Finite Element Analysis Engineer,EndoVantage,"Scottsdale, AZ","Our team of physicians, biomedical engineers, computer scientists and mathematicians are forever changing the way medicine is practiced....",nothing_found
2323,Joblisting,,Phoenix,Director of Conservation and Science,Arizona Center for Nature Conservation,"Phoenix, AZ 85008 (Camelback East area)",Oversee the development of experimental design and data analysis of studies conducted at the Zoo’s Johnson Conservation Center by staff and interns....,nothing_found
2324,Joblisting,,Phoenix,ATTI Field Technician / Inspector,GeoTek,"Phoenix, AZ 85040 (South Mountain area)","Operates equipment, conducts tests/assessments and reports data. Prepares daily and data reports of testing and inspections....",nothing_found
2325,Joblisting,,Phoenix,Senior Hydrogeologist/Groundwater Modeler,Brown and Caldwell,"Phoenix, AZ 85004 (Central City area)","This is a great opportunity to support an established and growing team of talented hydrogeologists, earth scientists, and engineers....",nothing_found
2326,Joblisting,,Phoenix,UX Designer,RevolutionParts,"Phoenix, AZ","As a data scientist you’ll measure, analyze, and interpret user needs then identify opportunities to improve purchase conversion rates and average order size...",nothing_found
2327,Joblisting,,Phoenix,"Director, Risk Operations",Carvana,"Tempe, AZ","Use vast amounts of data and BI tools to data mine, discover trends, and connect disparate data sources. Interface with product, software developers, data...",nothing_found
2328,Joblisting,,Phoenix,Data Scientist,SR International Inc.,"Phoenix, AZ",Proven industry experience of atleast 2-3 years on Machine Learning projects / initiatives in the capacity of Data Scientist - Hands on experience on...,nothing_found
2329,Joblisting,,Phoenix,Data Scientist,Raps Consuling,"Phoenix, AZ",Job Title-Data Scientist*. Knowledge of ML models for time series data*. Knowledge of querying tools such as Hive for extracting data from SQL & no-SQL...,nothing_found
2330,Joblisting,,Phoenix,Sales Development Rep (SDR),iCompass Technologies,"Phoenix, AZ","The team behind Host Compliance consist of an experienced group of data scientists, engineers and business people with backgrounds from Caltech, Harvard and...",nothing_found
2331,Joblisting,,Phoenix,Environmental Engineer / Scientist,"WTI, Inc.","Phoenix, AZ 85040 (South Mountain area)","Western Technologies Inc., a leading civil engineering consulting firm has an excellent opportunity for an Engineer or Scientist in our Phoenix office....",nothing_found
2332,Joblisting,,Phoenix,Project Environmental Engineer/Geologist/Scientist,Ninyo & Moore,"Phoenix, AZ 85034 (Central City area)","Responsibilities will also include various office tasks comprised of data compilation, review and assimilation of historic information and environmental...",nothing_found
2333,Joblisting,,Phoenix,Sales Engineer - US Remote,Pindrop,"Phoenix, AZ","The Sales Engineer will work closely with Sales Executives and the Research organization on account strategy, developing business cases, and working with the...",nothing_found
2334,Joblisting,,Phoenix,Quantitative Marketing Analyst,Carvana,"Phoenix, AZ",Automate (or spec out work for dedicated developers and data scientists to automate) marketing processes including incorporation of data into real-time decision...,nothing_found
2335,Joblisting,,Phoenix,Quantitative Financial Analyst,Carvana,"Tempe, AZ",Collect and analyze data on the latest trends in the auto finance market and participate in making strategic decisions regarding the direction of our lending...,nothing_found
2336,Joblisting,,Phoenix,UX Designer,RevolutionParts,"Phoenix, AZ","As a data scientist you’ll measure, analyze, and interpret user needs then identify opportunities to improve purchase conversion rates and average order size...",nothing_found
2337,Joblisting,,Phoenix,"Director, Risk Operations",Carvana,"Tempe, AZ","Use vast amounts of data and BI tools to data mine, discover trends, and connect disparate data sources. Interface with product, software developers, data...",nothing_found
2338,Joblisting,,Phoenix,Data Scientist,SR International Inc.,"Phoenix, AZ",Proven industry experience of atleast 2-3 years on Machine Learning projects / initiatives in the capacity of Data Scientist - Hands on experience on...,nothing_found
2339,Joblisting,,Phoenix,Data Scientist,Raps Consuling,"Phoenix, AZ",Job Title-Data Scientist*. Knowledge of ML models for time series data*. Knowledge of querying tools such as Hive for extracting data from SQL & no-SQL...,nothing_found
2340,Joblisting,,Phoenix,Sales Development Rep (SDR),iCompass Technologies,"Phoenix, AZ","The team behind Host Compliance consist of an experienced group of data scientists, engineers and business people with backgrounds from Caltech, Harvard and...",nothing_found
2341,Joblisting,,Phoenix,Environmental Engineer / Scientist,"WTI, Inc.","Phoenix, AZ 85040 (South Mountain area)","Western Technologies Inc., a leading civil engineering consulting firm has an excellent opportunity for an Engineer or Scientist in our Phoenix office....",nothing_found
2342,Joblisting,,Phoenix,Project Environmental Engineer/Geologist/Scientist,Ninyo & Moore,"Phoenix, AZ 85034 (Central City area)","Responsibilities will also include various office tasks comprised of data compilation, review and assimilation of historic information and environmental...",nothing_found
2343,Joblisting,,Phoenix,Sales Engineer - US Remote,Pindrop,"Phoenix, AZ","The Sales Engineer will work closely with Sales Executives and the Research organization on account strategy, developing business cases, and working with the...",nothing_found
2344,Joblisting,,Phoenix,Quantitative Marketing Analyst,Carvana,"Phoenix, AZ",Automate (or spec out work for dedicated developers and data scientists to automate) marketing processes including incorporation of data into real-time decision...,nothing_found
2345,Joblisting,,Phoenix,Quantitative Financial Analyst,Carvana,"Tempe, AZ",Collect and analyze data on the latest trends in the auto finance market and participate in making strategic decisions regarding the direction of our lending...,nothing_found
2346,Joblisting,,Phoenix,UX Designer,RevolutionParts,"Phoenix, AZ","As a data scientist you’ll measure, analyze, and interpret user needs then identify opportunities to improve purchase conversion rates and average order size...",nothing_found
2347,Joblisting,,Phoenix,"Director, Risk Operations",Carvana,"Tempe, AZ","Use vast amounts of data and BI tools to data mine, discover trends, and connect disparate data sources. Interface with product, software developers, data...",nothing_found
2348,Joblisting,,Phoenix,Data Scientist,SR International Inc.,"Phoenix, AZ",Proven industry experience of atleast 2-3 years on Machine Learning projects / initiatives in the capacity of Data Scientist - Hands on experience on...,nothing_found
2349,Joblisting,,Phoenix,Data Scientist,Raps Consuling,"Phoenix, AZ",Job Title-Data Scientist*. Knowledge of ML models for time series data*. Knowledge of querying tools such as Hive for extracting data from SQL & no-SQL...,nothing_found
2350,Joblisting,,Phoenix,Sales Development Rep (SDR),iCompass Technologies,"Phoenix, AZ","The team behind Host Compliance consist of an experienced group of data scientists, engineers and business people with backgrounds from Caltech, Harvard and...",nothing_found
2351,Joblisting,,Phoenix,Environmental Engineer / Scientist,"WTI, Inc.","Phoenix, AZ 85040 (South Mountain area)","Western Technologies Inc., a leading civil engineering consulting firm has an excellent opportunity for an Engineer or Scientist in our Phoenix office....",nothing_found
2352,Joblisting,,Phoenix,Project Environmental Engineer/Geologist/Scientist,Ninyo & Moore,"Phoenix, AZ 85034 (Central City area)","Responsibilities will also include various office tasks comprised of data compilation, review and assimilation of historic information and environmental...",nothing_found
2353,Joblisting,,Phoenix,Sales Engineer - US Remote,Pindrop,"Phoenix, AZ","The Sales Engineer will work closely with Sales Executives and the Research organization on account strategy, developing business cases, and working with the...",nothing_found
2354,Joblisting,,Phoenix,Quantitative Marketing Analyst,Carvana,"Phoenix, AZ",Automate (or spec out work for dedicated developers and data scientists to automate) marketing processes including incorporation of data into real-time decision...,nothing_found
2355,Joblisting,,Phoenix,Quantitative Financial Analyst,Carvana,"Tempe, AZ",Collect and analyze data on the latest trends in the auto finance market and participate in making strategic decisions regarding the direction of our lending...,nothing_found
2356,Joblisting,,Phoenix,UX Designer,RevolutionParts,"Phoenix, AZ","As a data scientist you’ll measure, analyze, and interpret user needs then identify opportunities to improve purchase conversion rates and average order size...",nothing_found
2357,Joblisting,,Phoenix,"Director, Risk Operations",Carvana,"Tempe, AZ","Use vast amounts of data and BI tools to data mine, discover trends, and connect disparate data sources. Interface with product, software developers, data...",nothing_found
2358,Joblisting,,Phoenix,Data Scientist,SR International Inc.,"Phoenix, AZ",Proven industry experience of atleast 2-3 years on Machine Learning projects / initiatives in the capacity of Data Scientist - Hands on experience on...,nothing_found
2359,Joblisting,,Phoenix,Data Scientist,Raps Consuling,"Phoenix, AZ",Job Title-Data Scientist*. Knowledge of ML models for time series data*. Knowledge of querying tools such as Hive for extracting data from SQL & no-SQL...,nothing_found
2360,Joblisting,,Phoenix,Sales Development Rep (SDR),iCompass Technologies,"Phoenix, AZ","The team behind Host Compliance consist of an experienced group of data scientists, engineers and business people with backgrounds from Caltech, Harvard and...",nothing_found
2361,Joblisting,,Phoenix,Environmental Engineer / Scientist,"WTI, Inc.","Phoenix, AZ 85040 (South Mountain area)","Western Technologies Inc., a leading civil engineering consulting firm has an excellent opportunity for an Engineer or Scientist in our Phoenix office....",nothing_found
2362,Joblisting,,Phoenix,Project Environmental Engineer/Geologist/Scientist,Ninyo & Moore,"Phoenix, AZ 85034 (Central City area)","Responsibilities will also include various office tasks comprised of data compilation, review and assimilation of historic information and environmental...",nothing_found
2363,Joblisting,,Phoenix,Sales Engineer - US Remote,Pindrop,"Phoenix, AZ","The Sales Engineer will work closely with Sales Executives and the Research organization on account strategy, developing business cases, and working with the...",nothing_found
2364,Joblisting,,Phoenix,Quantitative Marketing Analyst,Carvana,"Phoenix, AZ",Automate (or spec out work for dedicated developers and data scientists to automate) marketing processes including incorporation of data into real-time decision...,nothing_found
2365,Joblisting,,Phoenix,Quantitative Financial Analyst,Carvana,"Tempe, AZ",Collect and analyze data on the latest trends in the auto finance market and participate in making strategic decisions regarding the direction of our lending...,nothing_found
2366,Joblisting,,Phoenix,UX Designer,RevolutionParts,"Phoenix, AZ","As a data scientist you’ll measure, analyze, and interpret user needs then identify opportunities to improve purchase conversion rates and average order size...",nothing_found
2367,Joblisting,,Phoenix,"Director, Risk Operations",Carvana,"Tempe, AZ","Use vast amounts of data and BI tools to data mine, discover trends, and connect disparate data sources. Interface with product, software developers, data...",nothing_found
2368,Joblisting,,Phoenix,Data Scientist,SR International Inc.,"Phoenix, AZ",Proven industry experience of atleast 2-3 years on Machine Learning projects / initiatives in the capacity of Data Scientist - Hands on experience on...,nothing_found
2369,Joblisting,,Phoenix,Data Scientist,Raps Consuling,"Phoenix, AZ",Job Title-Data Scientist*. Knowledge of ML models for time series data*. Knowledge of querying tools such as Hive for extracting data from SQL & no-SQL...,nothing_found
2370,Joblisting,,Phoenix,Sales Development Rep (SDR),iCompass Technologies,"Phoenix, AZ","The team behind Host Compliance consist of an experienced group of data scientists, engineers and business people with backgrounds from Caltech, Harvard and...",nothing_found
2371,Joblisting,,Phoenix,Environmental Engineer / Scientist,"WTI, Inc.","Phoenix, AZ 85040 (South Mountain area)","Western Technologies Inc., a leading civil engineering consulting firm has an excellent opportunity for an Engineer or Scientist in our Phoenix office....",nothing_found
2372,Joblisting,,Phoenix,Project Environmental Engineer/Geologist/Scientist,Ninyo & Moore,"Phoenix, AZ 85034 (Central City area)","Responsibilities will also include various office tasks comprised of data compilation, review and assimilation of historic information and environmental...",nothing_found
2373,Joblisting,,Phoenix,Sales Engineer - US Remote,Pindrop,"Phoenix, AZ","The Sales Engineer will work closely with Sales Executives and the Research organization on account strategy, developing business cases, and working with the...",nothing_found
2374,Joblisting,,Phoenix,Quantitative Marketing Analyst,Carvana,"Phoenix, AZ",Automate (or spec out work for dedicated developers and data scientists to automate) marketing processes including incorporation of data into real-time decision...,nothing_found
2375,Joblisting,,Phoenix,Quantitative Financial Analyst,Carvana,"Tempe, AZ",Collect and analyze data on the latest trends in the auto finance market and participate in making strategic decisions regarding the direction of our lending...,nothing_found
2376,Joblisting,,Phoenix,UX Designer,RevolutionParts,"Phoenix, AZ","As a data scientist you’ll measure, analyze, and interpret user needs then identify opportunities to improve purchase conversion rates and average order size...",nothing_found
2377,Joblisting,,Phoenix,"Director, Risk Operations",Carvana,"Tempe, AZ","Use vast amounts of data and BI tools to data mine, discover trends, and connect disparate data sources. Interface with product, software developers, data...",nothing_found
2378,Joblisting,,Phoenix,Data Scientist,SR International Inc.,"Phoenix, AZ",Proven industry experience of atleast 2-3 years on Machine Learning projects / initiatives in the capacity of Data Scientist - Hands on experience on...,nothing_found
2379,Joblisting,,Phoenix,Data Scientist,Raps Consuling,"Phoenix, AZ",Job Title-Data Scientist*. Knowledge of ML models for time series data*. Knowledge of querying tools such as Hive for extracting data from SQL & no-SQL...,nothing_found
2380,Joblisting,,Phoenix,Sales Development Rep (SDR),iCompass Technologies,"Phoenix, AZ","The team behind Host Compliance consist of an experienced group of data scientists, engineers and business people with backgrounds from Caltech, Harvard and...",nothing_found
2381,Joblisting,,Phoenix,Environmental Engineer / Scientist,"WTI, Inc.","Phoenix, AZ 85040 (South Mountain area)","Western Technologies Inc., a leading civil engineering consulting firm has an excellent opportunity for an Engineer or Scientist in our Phoenix office....",nothing_found
2382,Joblisting,,Phoenix,Project Environmental Engineer/Geologist/Scientist,Ninyo & Moore,"Phoenix, AZ 85034 (Central City area)","Responsibilities will also include various office tasks comprised of data compilation, review and assimilation of historic information and environmental...",nothing_found
2383,Joblisting,,Phoenix,Sales Engineer - US Remote,Pindrop,"Phoenix, AZ","The Sales Engineer will work closely with Sales Executives and the Research organization on account strategy, developing business cases, and working with the...",nothing_found
2384,Joblisting,,Phoenix,Quantitative Marketing Analyst,Carvana,"Phoenix, AZ",Automate (or spec out work for dedicated developers and data scientists to automate) marketing processes including incorporation of data into real-time decision...,nothing_found
2385,Joblisting,,Phoenix,Quantitative Financial Analyst,Carvana,"Tempe, AZ",Collect and analyze data on the latest trends in the auto finance market and participate in making strategic decisions regarding the direction of our lending...,nothing_found
2386,Joblisting,,Denver,Bioinformatics Analyst I,National Jewish Health,"Denver, CO 80206 (Central East Denver area)","Writes custom web tools for scientists. Research will involve the analysis of next-generation sequence data, working in a Linux computing environment, to...",nothing_found
2387,Joblisting,,Denver,Statistician,"Veterans Affairs, Veterans Health Administration","Glendale, CO","Design and develop projects and studies for scientists, clinicians and other staff and program offices. To apply for this position, you must have the following...","$79,799 - $103,739 a year"
2388,Joblisting,,Denver,Predictive Modeling Analyst,Vencore,"Aurora, CO","Ability to analyze multiple data sets and to present cohesive analysis findings. Vencore is a proven provider of information solutions, engineering and...",nothing_found
2389,Joblisting,,Denver,Student Research Collaboration,Google,"Boulder, CO 80302","Experience (classroom or work related) in Natural Language Understanding, Neural Networks, Computer Vision, Machine Learning, Deep Learning, Algorithmic...",nothing_found
2390,Joblisting,,Denver,Operations Research Analyst,Department of the Air Force,"Buckley AFB, CO","An example of specialized experience includes extracting& organizing raw cost data under general direction from the team leader, conducting basic mathematical...","$72,168 - $155,073 a year"
2391,Joblisting,,Denver,Research Analyst,Denver Investments,"Denver, CO",The Value Research Team is always looking for exceptional investment talent to join the team at a future time. The ideal candidate is passionate about stock...,nothing_found
2392,Joblisting,,Denver,Research Analyst,Janus Henderson,"Denver, CO","Janus Henderson Global Investors is a leading independent global asset manager, dedicated to delivering the best outcomes for clients through a broad range of...",nothing_found
2393,Joblisting,,Denver,RESEARCH ANALYST,Kroenke Sports & Entertainment,"Denver, CO",Ability to conduct in-depth data analysis. Ability to work with large data sets. Seeks ways to automate reporting for recurring data analysis....,nothing_found
2394,Joblisting,,Denver,Analytics - Lead Analyst,Merkle Inc.,"Denver, CO 80265 (LoDo area)",Could blend into MI or Data Scientist responsibilities Qualifications. External Data Enhancement. Data Analysis and Mining....,nothing_found
2395,Joblisting,,Denver,Senior Data Science Engineer,Sunrun,"Denver, CO","4+ years work experience as a Data Scientist. At Sunrun, our Data Scientists are responsible for generating innovative insights to help drive business outcomes....",nothing_found
2396,Joblisting,,Denver,Senior-Data Analysis,AT&T,"Englewood, CO",Data Movement Tools. Enterprise Data Governance (25%). Success will be measured by your understanding of the business’s data requirements and fostering a...,nothing_found
2397,Joblisting,,Denver,Research Associate - Bioinformatics,National Jewish Health,"Denver, CO 80206 (Central East Denver area)",Prepares data for utilization by other scientists. Analysis of allele-specific expression data. Writes advanced scripts to access databases and analyze data....,nothing_found
2398,Joblisting,,Denver,Manager US Data Architecture and Analysis,Janus Henderson,"Denver, CO","Data feeds between the central data hub/warehouse and business applications or data marts. Architectural and data schema design in the data hub, warehouses and...",nothing_found
2399,Joblisting,,Denver,Data Scientist Director,Oracle,"Broomfield, CO",Data Scientist Director-180002V3. Acting as a source of knowledge and mentorship for other data scientists....,nothing_found
2400,Joblisting,,Denver,Market Research Analyst,Penn Schoen Berland,"Denver, CO",We are seeking qualified Analysts to join our team. Analysts work as part of a dynamic communications consulting/market research team conducting custom...,nothing_found
2401,Joblisting,,Denver,MARKET RESEARCH ANALYST,Navajo Incorporated,"Denver, CO","Gather data from company's sales department of certain purchased goods. Review, interpret and analyze data via internal systems to determine inventory needs....",nothing_found
2402,Joblisting,,Denver,Senior Data Engineer (Data Science Team),OppenheimerFunds,"Centennial, CO",Partnering with data scientists to problem solve and deliver solutions. Partnering with internal data teams to prepare data sets....,nothing_found
2403,Joblisting,,Denver,Research Informatics Analyst I,Children's Hospital Colorado,"Aurora, CO","Creates data products, data visualizations and presentations. Identifies data sources needed to produce required data sets or reports....",nothing_found
2404,Joblisting,,Denver,Military Operations Research Systems Analyst (ORSA),Leidos,"Englewood, CO 80111",Description: Job Summary: Leidos has a opening for a Military Operations Research Analyst in Englewood Colorado . Candidate will conduct operations research...,nothing_found
2405,Joblisting,,Denver,"Analyst, Accountability and Research",Aurora Public Schools,"Aurora, CO","Analyst, Accountability and Research JobID: 11105 Position Type: NonLicensed Admin/Prof.Technical/Analyst, Accountability & Research Date Posted: 4/16...",nothing_found
2406,Joblisting,,Denver,Experiments and Modeling Manager,Google,"Boulder, CO 80302","Experience using data analysis tools (R, SQL) and techniques (machine learning, statistical analysis, data mining)....",nothing_found
2407,Joblisting,,Denver,Statistician (ADX-23-2018),ArcherDX,"Boulder, CO 80301","Collation, management, and interpretation of data. Infrastructure development and advising senior management on data analytics requirements....",nothing_found
2408,Joblisting,,Denver,Ultimate Hoops Statistician,Life Time Fitness,"Westminster, CO",Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....,nothing_found
2409,Joblisting,,Denver,Research Associate,University of Colorado,"Boulder, CO","Mining whole genome sequencing data to identify genetic variants. We are looking for a talented, highly motivated, independent scientist with strong programming...",nothing_found
2410,Joblisting,,Denver,Operations Research Systems Analyst,Leidos,"Englewood, CO 80111",Description: Job Summary: Leidos has a opening for a Operations Research Analyst in Englewood Colorado . Candidate will conduct operations research on...,nothing_found
2411,Joblisting,,Denver,"Research Analyst, U.S. Public Finance",S&P Global Ratings,"Centennial, CO","Experience using data visualization (e.g. Proven experience with statistical/ data processing software packages such as R, SAS, Python or other data or...",nothing_found
2412,Joblisting,,Denver,Post-Doctoral Fellow,University of Colorado,"Aurora, CO",The candidate will also mentor junior scientists in the lab in their scientific development. The candidate will also assist in the preparation of manuscripts to...,nothing_found
2413,Joblisting,,Denver,"Director, Data Scientist",KPMG,"Denver, CO 80202 (Lodo area)","Retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",nothing_found
2414,Joblisting,,Denver,Investment Manager Research Analyst,Charles Schwab,"Lone Tree, CO 80124","Oversee data and communication file structure. Lone Tree - CO, DENR2, 9800 Schwab Way, 80124....",nothing_found
2415,Joblisting,,Denver,Senior Scientific Programmer,University of Colorado,"Boulder, CO","Communicate with scientists, data systems staff, end users, and other stakeholders to translate needs into system requirements, solid solutions, and reliable...",nothing_found
2416,Joblisting,,Denver,"Director, Data Scientist",KPMG,"Denver, CO 80202 (Lodo area)","Retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",nothing_found
2417,Joblisting,,Denver,Orbit Analyst,Rincon Research Corporation,"Centennial, CO","Implementing algorithms in software and testing with real-world data; Rincon Research Corporation seeks a talented, tenacious, results-driven individual to work...",nothing_found
2418,Joblisting,,Denver,"Director, Data Scientist/Statistics -- Financial Services",KPMG,"Denver, CO 80202 (Lodo area)","Utilize a variety of rich variety of data sources such as web data, internal/external documents, emails, financial, transactional, sales, and operational data;...",nothing_found
2419,Joblisting,,Denver,Chemist I,"CoorsTek, Inc.","Golden, CO","Data archiving experience a plus. Confers with scientists and engineers regarding research, and prepares technical papers and reports....",nothing_found
2420,Joblisting,,Denver,Automation Analyst,Autodesk,"Denver, CO","Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists....",nothing_found
2421,Joblisting,,Denver,Threat Research Analyst,Terms of Use,"Broomfield, CO",Analyze data points to develop traces for future classification of legitimate and malicious software. If you're a professional eager to explore the rapidly...,nothing_found
2422,Joblisting,,Denver,Postdoctoral Researcher - Computational Modeling of Combustion,National Renewable Energy Laboratory,"Golden, CO","Fluency in at least one scientific programming environment (Python/R/MATLAB), including techniques for data manipulation, and machine learning....",nothing_found
2423,Joblisting,,Denver,SharePoint Analyst,National Ecological Observatory Network Inc,"Boulder, CO","A 30+ year project dedicated to understanding how changes in climate, land use and invasive species impact ecology, the observatory’s scientists and engineers...",nothing_found
2424,Joblisting,,Denver,PostDoctoral Associate,University of Colorado,"Boulder, CO","Skills in the operation and data interpretation for advanced chemical instrumentation, as well as computer programming and/or complex data analysis (especially...",nothing_found
2425,Joblisting,,Denver,Director of Data Science,Ascend Learning,"Greenwood Village, CO","Reporting to the VP Data and Analytics, this person is responsible leading a small team of data scientists and providing hands-on guidance for delivering...",nothing_found
2426,Joblisting,,Denver,Director of Data Science,Ascend Learning,"Greenwood Village, CO","Reporting to the VP Data and Analytics, this person is responsible leading a small team of data scientists and providing hands-on guidance for delivering...",nothing_found
2427,Joblisting,,Denver,PostDoctoral Associate,University of Colorado,"Boulder, CO","Skills in the operation and data interpretation for advanced chemical instrumentation, as well as computer programming and/or complex data analysis (especially...",nothing_found
2428,Joblisting,,Denver,Professional Research Asst,University of Colorado,"Boulder, CO","Applicants must complete the Faculty/University Staff and EEO Data (application) form, and upload the following required documents:....",nothing_found
2429,Joblisting,,Denver,Engineering Aide III - Mission & Process Analytics (662883),Ball Aerospace,"Boulder, CO",And quantitative judgments concerning technical data. Preliminary analyses of data where guidelines are provided;...,nothing_found
2430,Joblisting,,Denver,Director HR Data Scientist,KPMG,"Denver, CO 80202 (Lodo area)","Develop data visualizations that allow users to gain insights into the data. KPMG is currently seeking a HR Director, Data Scientist to join our HR organization...",nothing_found
2431,Joblisting,,Denver,Principal Engineer - Machine Learning,Medtronic,"Boulder, CO",ESSENTIAL DUTIES AND RESPONSIBILITIES: The principal development engineer in Technology Explorations role is responsible for the application of technology to...,nothing_found
2432,Joblisting,,Denver,Technology Manager – Energy Networks,Eaton,"Golden, CO","This position is responsible for leading a team of scientists and engineers, and providing direction in the field of Power Engineering (including smart grids...",nothing_found
2433,Joblisting,,Denver,CIRES/CSD Atmospheric /Physical Research Associate,University of Colorado,"Boulder, CO","Applicants must complete the Faculty/University Staff and EEO Data (application) form, and upload the following required documents:....",nothing_found
2434,Joblisting,,Denver,CIRES/CSD Aerosol Optical Research Associate,University of Colorado,"Boulder, CO","Applicants must complete the Faculty/University Staff and EEO Data (application) form, and upload the following required documents:....",nothing_found
2435,Joblisting,,Denver,CIRES/PSD Hydrologic Prediction Research Associate,University of Colorado,"Boulder, CO","(5) Comfort with working with other scientists in a team environment. Applicants must complete the Faculty/University Staff and EEO Data (application) form, and...",nothing_found
2436,Joblisting,,Denver,Sr Research Analyst,Omnitrax,"Denver, CO","ESSENTIAL FUNCTIONS: Understand complex business situations, financial statements and structures, and have the skill to distill them down into relevant...",nothing_found
2437,Joblisting,,Denver,Software Engineering & Quality Analyst,BP,"Denver, CO","Individual must excel at collaboration with a multi-disciplinary team of engineers, developers, data scientists and managers across all active projects....",nothing_found
2438,Joblisting,,Denver,Munitions Geophysicist,Parsons,"Denver, CO 80249 (Gateway-Green Valley Ranch area)","Collect advanced geophysical classification (AGC) data,. Collect electromagnetic and magnetic data to detect buried UXO,....",nothing_found
2439,Joblisting,,Denver,"Analyst 2, Advertising Research",Comcast,"Englewood, CO 80112","And/or syndicated data (Scarborough, Experian, Polk, Kantar, etc.)- Understands fundamentals media measurement, research and local cable advertising.-...",nothing_found
2440,Joblisting,,Denver,"Product Manager, Data and Tech Partners","Alteryx, Inc.","Broomfield, CO 80021","Revolutionizing business through data science and analytics, Alteryx offers an end-to-end analytics platform which empowers data analysts and scientists alike...",nothing_found
2441,Joblisting,,Denver,Student Trainee (Computer Science) GS-1599-07 (CI-SH),Department of the Interior,"Lakewood, CO",Computer Scientist job series requirements . The Program engages partners to develop standards and produce consistent and accurate data....,"$47,686 - $64,320 a year"
2442,Joblisting,,Denver,Implementation Consultant - near major airport,CDK Global,"Denver, CO 80014 (Heather Gardens area)","From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career....",nothing_found
2443,Joblisting,,Denver,Market Research Senior Analyst,Penn Schoen Berland,"Denver, CO",We are seeking qualified Senior Analysts to join our team. Senior Analysts work as part of a dynamic communications consulting/market research team conducting...,nothing_found
2444,Joblisting,,Denver,Science Writing Intern,National Ecological Observatory Network Inc,"Boulder, CO","A 30+ year project dedicated to understanding how changes in climate, land use and invasive species impact ecology, the observatory’s scientists and engineers...",nothing_found
2445,Joblisting,,Denver,Senior Solution Architect,Autodesk,"Denver, CO","Candidate must have practical experience in creating data model for popular database platforms like Microsoft SQL Server , NOSQL databases....",nothing_found
2446,Joblisting,,Denver,"AEC Adoption Specialist, HUB",Autodesk,"Denver, CO","Analyze and research historical data to solve customer activation/onboarding issues. Our software is used by everyone - from design professionals, engineers and...",nothing_found
2447,Joblisting,,Denver,"Campaign Specialist, Americas Territory",Autodesk,"Denver, CO",Maintain accurate and actionable understanding of contact data quality for persona-based audiences in territory....,nothing_found
2448,Joblisting,,Denver,Systems Analyst III,National Ecological Observatory Network Inc,"Boulder, CO","Create tools to automate existing manual processes and validate associated data. A 30+ year project dedicated to understanding how changes in climate, land use...",nothing_found
